"Id","SalePrice"
1169,12.2374465402529
1170,13.1035203995546
1171,11.9185979642458
1172,12.0019961731569
1173,11.9980323895891
1174,12.2184681918174
1175,12.318895493336
1176,12.6455442525977
1177,11.6788570582296
1178,11.6635821477773
1179,11.7954122942676
1180,11.408805776407
1181,12.3888471334728
1182,12.5209499899018
1183,13.1145856039256
1184,11.8108782624692
1185,12.1741686205632
1186,11.7294379660225
1187,11.5989270094038
1188,12.5011372080478
1189,12.1566177606529
1190,12.1763236932038
1191,12.1413837972451
1192,12.0623476281354
1193,11.7431654674347
1194,11.9871398831407
1195,11.8660167980071
1196,12.0132684198239
1197,12.3640987865582
1198,11.8700714305223
1199,12.0777651551197
1200,11.8292305315171
1201,11.4923570362373
1202,12.2016922324605
1203,11.8257430230896
1204,12.2353229325149
1205,11.9010245818514
1206,12.5217767933574
1207,11.6403364681425
1208,12.2944924925265
1209,11.8783987217544
1210,12.5406634351996
1211,12.1654495787253
1212,12.2767619943098
1213,11.3718128029416
1214,11.8367712921884
1215,11.7257087414727
1216,11.5784193099809
1217,11.8135723291301
1218,12.3758401363086
1219,11.2472525908862
1220,11.4246282438488
1221,11.5566171498595
1222,11.7331288622868
1223,11.988593795791
1224,11.8853854846473
1225,12.2408569809601
1226,11.9182140389913
1227,12.3512831469718
1228,11.8954744951188
1229,12.6940009431577
1230,11.7873871348636
1231,12.2003326013884
1232,11.8373728367842
1233,11.5461671772153
1234,11.7803445799019
1235,11.6673919243367
1236,11.8867058004748
1237,12.1417131772791
1238,12.278112969108
1239,11.8718706720346
1240,12.3721799213061
1241,12.2609866097011
1242,12.4683720759074
1243,12.1062285859187
1244,12.9344057080251
1245,12.178476555844
1246,12.230306667162
1247,12.2186527266782
1248,11.9115377613655
1249,11.8818262424008
1250,11.6696045395972
1251,12.4819881275661
1252,12.2038654464185
1253,11.6369196868187
1254,12.5141437021826
1255,12.1184353455152
1256,11.7736415261271
1257,12.6031414812777
1258,11.4192274009625
1259,12.1352752145975
1260,12.0222305141326
1261,12.1461986736077
1262,11.7145177952367
1263,11.8880746672577
1264,11.92023876465
1265,11.9933777211293
1266,12.1266140015131
1267,11.7156454915548
1268,12.6298956760759
1269,12.8142952173566
1270,11.7714902632839
1271,12.3355857000569
1272,12.1086517216086
